Key	WorldX	WorldY	WorldZ	Classname	micFileName	Eventnumber	Posixtime	ImgX1	ImgY1	ImgX2	ImgY2
864	203900.185149	545658.574742	48.491732	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651460424.773952.mic	116315	2022-05-02 03:01:22.072796(utc)	585	320	713	354
865	202658.006682	546248.377309	32.804152	TrafficLight_pedestrian	2205020940_M010C45L12G031_1846/01_camera/01/1651456644.757130.mic	78403	2022-05-02 01:58:10.858759(utc)	1338	901	1456	935
866	203713.970305	546180.995870	49.992804	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651459464.776382.mic	106296	2022-05-02 02:44:40.176206(utc)	538	765	594	777
867	203257.188078	545683.924016	60.784455	TrafficLight_pedestrian	2205020940_M010C45L12G031_1846/01_camera/01/1651459824.774471.mic	110114	2022-05-02 02:51:01.974307(utc)	1678	476	1738	616
868	201725.507658	546270.541036	29.976595	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651453224.737385.mic	43831	2022-05-02 01:00:33.637080(utc)	293	287	457	339
869	202103.355315	545149.329961	17.159540	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651453524.734680.mic	47117	2022-05-02 01:06:02.234126(utc)	790	892	912	926
870	203628.014372	546477.810186	54.175366	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456524.750915.mic	77025	2022-05-02 01:55:53.053359(utc)	817	540	855	550
871	201774.386320	546085.685955	35.739492	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651453224.737385.mic	44190	2022-05-02 01:01:09.536680(utc)	135	341	233	431
872	203542.337126	545533.443914	45.828863	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651459644.775459.mic	108316	2022-05-02 02:48:02.175463(utc)	1678	550	1706	600
873	202951.543913	545420.549443	42.015932	Slow	2205020940_M010C45L12G031_1846/01_camera/01/1651457784.777353.mic	89468	2022-05-02 02:16:37.377434(utc)	711	310	793	386
874	202808.649016	545853.954747	42.741696	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651458984.775921.mic	101919	2022-05-02 02:37:22.476806(utc)	1764	900	1896	932
875	202132.624602	546489.584050	27.026153	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651457364.775066.mic	85279	2022-05-02 02:09:38.476210(utc)	1469	752	1525	762
876	203834.539519	545632.693212	41.188509	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651459644.775459.mic	108034	2022-05-02 02:47:33.976426(utc)	322	911	488	957
877	203653.245573	546385.933995	52.914532	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651459404.777647.mic	105913	2022-05-02 02:44:01.876729(utc)	1297	891	1387	913
878	204982.041759	546811.175481	23.789236	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651455084.747869.mic	62782	2022-05-02 01:32:08.748605(utc)	1071	896	1167	924
879	202865.278654	545680.045842	52.155779	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651458984.775921.mic	101438	2022-05-02 02:36:34.375996(utc)	843	581	873	591
880	202601.773039	544325.283025	22.891140	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651453764.731387.mic	49502	2022-05-02 01:10:00.734327(utc)	1368	892	1474	922
881	204221.045805	547188.770085	24.845131	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651454904.744432.mic	60765	2022-05-02 01:28:47.044890(utc)	1239	334	1339	382
882	204371.206084	546786.983525	30.900451	Slow	2205020940_M010C45L12G031_1846/01_camera/01/1651454844.744415.mic	60023	2022-05-02 01:27:32.846297(utc)	1559	212	1735	354
883	203616.423186	546491.181249	54.225863	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456524.750915.mic	77003	2022-05-02 01:55:50.853097(utc)	1614	854	1654	860
884	205059.833746	546697.339482	35.512688	TrafficLight_pedestrian	2205020940_M010C45L12G031_1846/01_camera/01/1651454724.739264.mic	59074	2022-05-02 01:25:57.940797(utc)	1866	517	1888	537
885	202937.543669	545439.236455	35.697748	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651457784.777353.mic	89449	2022-05-02 02:16:35.477417(utc)	1509	924	1621	960
886	205285.769774	546071.171901	23.841328	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651462644.794708.mic	137982	2022-05-02 03:37:28.693502(utc)	396	306	534	344
887	204206.491728	545780.172124	39.557614	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460304.773629.mic	114699	2022-05-02 02:58:40.472894(utc)	1329	498	1425	582
888	204120.659575	546521.283727	36.714593	noUturn	2205020940_M010C45L12G031_1846/01_camera/01/1651460724.778853.mic	119019	2022-05-02 03:05:52.478359(utc)	721	339	781	399
889	203366.432219	546310.623815	53.958953	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651456584.755200.mic	77441	2022-05-02 01:56:34.654750(utc)	600	320	728	358
890	203365.120085	546313.649922	53.931687	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651456164.749971.mic	73401	2022-05-02 01:49:50.648546(utc)	866	335	980	371
891	204843.215452	546677.058782	33.306341	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461264.786495.mic	124203	2022-05-02 03:14:30.889428(utc)	1097	846	1179	866
892	204696.120726	546019.309758	32.524453	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461564.789060.mic	127391	2022-05-02 03:19:49.590023(utc)	1264	921	1360	947
893	204940.298001	546014.835897	28.272610	noStopping	2205020940_M010C45L12G031_1846/01_camera/01/1651461024.783876.mic	121964	2022-05-02 03:10:46.985100(utc)	1213	554	1237	576
894	204605.837889	547244.155950	21.911344	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651454964.747316.mic	61216	2022-05-02 01:29:32.148539(utc)	541	908	651	942
895	204035.860686	545716.094182	36.813719	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460304.773629.mic	115013	2022-05-02 02:59:11.873687(utc)	1294	901	1408	935
896	202916.297453	545548.533391	42.868225	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651458924.777622.mic	101309	2022-05-02 02:36:21.477428(utc)	937	910	1067	946
897	204732.593916	545949.056920	28.502401	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651463064.796569.mic	142688	2022-05-02 03:45:19.295413(utc)	1267	903	1373	929
898	204913.265513	546712.385808	29.488080	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651454724.739264.mic	59226	2022-05-02 01:26:13.141235(utc)	1397	810	1459	824
899	203038.493498	546718.020207	38.331576	TrafficLight_pedestrian	2205020940_M010C45L12G031_1846/01_camera/01/1651456824.763809.mic	79955	2022-05-02 02:00:46.066051(utc)	1549	314	1665	576
900	204154.182768	547173.568425	23.285347	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651455624.753113.mic	68255	2022-05-02 01:41:16.052423(utc)	695	900	789	928
901	203859.213103	545647.604558	48.211188	HighSpeed_limit	2205020940_M010C45L12G031_1846/01_camera/01/1651459584.775918.mic	107808	2022-05-02 02:47:11.374279(utc)	1575	303	1639	375
902	204950.888933	546896.043889	22.679122	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651455084.747869.mic	62455	2022-05-02 01:31:36.048937(utc)	616	898	746	934
903	203442.408781	546349.459203	49.238297	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456164.749971.mic	73325	2022-05-02 01:49:43.048437(utc)	958	582	974	586
904	205286.458525	546069.883823	24.630543	Uturn	2205020940_M010C45L12G031_1846/01_camera/01/1651462644.794708.mic	137972	2022-05-02 03:37:27.693661(utc)	627	324	687	382
905	201727.691008	546228.766118	25.557890	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651453224.737385.mic	43890	2022-05-02 01:00:39.537260(utc)	1277	909	1391	949
906	203107.270354	546201.643102	48.733699	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651459284.774647.mic	104915	2022-05-02 02:42:22.075735(utc)	775	890	857	910
907	202850.748381	545718.093999	58.541615	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651458984.775921.mic	101718	2022-05-02 02:37:02.377587(utc)	503	316	599	352
908	204276.724394	546963.010747	18.893226	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651455684.751435.mic	68899	2022-05-02 01:42:20.451132(utc)	1284	892	1410	926
909	204306.724028	546889.284185	22.261046	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651455744.750736.mic	68982	2022-05-02 01:42:28.750514(utc)	1443	911	1563	943
910	203112.747160	546100.607230	55.473218	noParking	2205020940_M010C45L12G031_1846/01_camera/01/1651458564.782298.mic	97379	2022-05-02 02:29:48.479258(utc)	1462	256	1582	366
911	203025.017180	546924.163030	24.734538	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651452804.735330.mic	39590	2022-05-02 00:53:29.535434(utc)	1667	877	1779	907
912	204661.471525	547251.177434	24.656666	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651454964.747316.mic	61578	2022-05-02 01:30:08.350347(utc)	836	887	956	921
913	204354.981718	545006.358586	24.555208	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651454064.729729.mic	52718	2022-05-02 01:15:22.327041(utc)	634	570	654	614
914	203266.553923	546982.540532	22.733095	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456404.748720.mic	75652	2022-05-02 01:53:35.748663(utc)	688	850	764	866
915	203545.334074	546796.123235	39.165357	TrafficLight_pedestrian	2205020940_M010C45L12G031_1846/01_camera/01/1651455504.752286.mic	67078	2022-05-02 01:39:18.352079(utc)	1185	739	1229	745
916	203023.600676	546759.603887	36.533780	noParking	2205020940_M010C45L12G031_1846/01_camera/01/1651456824.763809.mic	79896	2022-05-02 02:00:40.163706(utc)	1290	312	1380	400
917	202387.294768	544393.101262	16.798567	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651453644.735187.mic	47953	2022-05-02 01:07:25.835216(utc)	1499	907	1609	939
918	204371.529509	546786.892766	31.623764	Danger	2205020940_M010C45L12G031_1846/01_camera/01/1651454844.744415.mic	60022	2022-05-02 01:27:32.745960(utc)	1454	292	1590	404
919	203810.462981	545621.295903	40.669277	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651459644.775459.mic	108062	2022-05-02 02:47:36.777548(utc)	10	920	186	962
920	203124.853850	546244.002828	53.995907	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651457004.769330.mic	81839	2022-05-02 02:03:54.472059(utc)	70	273	208	323
921	203338.599089	545579.138005	48.547799	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651459764.776854.mic	109502	2022-05-02 02:50:00.773364(utc)	1387	772	1445	782
922	203676.221648	546413.079961	52.279290	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460604.775556.mic	118121	2022-05-02 03:04:22.676405(utc)	1365	917	1469	947
923	203832.349699	545802.138158	50.387614	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651459464.776382.mic	106626	2022-05-02 02:45:13.174332(utc)	358	882	492	916
924	203461.258635	547061.274602	19.409704	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456404.748720.mic	76072	2022-05-02 01:54:17.746977(utc)	48	806	120	820
925	204265.187407	547214.110417	17.186229	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651452624.731850.mic	38192	2022-05-02 00:51:09.732516(utc)	1571	789	1643	803
926	203814.966276	544790.530217	33.296756	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651454064.729729.mic	52245	2022-05-02 01:14:35.028622(utc)	1455	1139	1681	1199
927	204618.904173	546188.286473	50.214423	Uturn	2205020940_M010C45L12G031_1846/01_camera/01/1651461624.790730.mic	127865	2022-05-02 03:20:36.990123(utc)	701	323	763	387
928	203681.505827	546340.138051	50.507641	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460544.773604.mic	117376	2022-05-02 03:03:08.174903(utc)	966	567	976	577
929	205111.593046	546051.701097	23.522548	TrafficLight_pedestrian	2205020940_M010C45L12G031_1846/01_camera/01/1651461444.787913.mic	126415	2022-05-02 03:18:11.988059(utc)	1039	54	1249	120
930	204714.787108	547256.181096	26.033783	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651454964.747316.mic	61659	2022-05-02 01:30:16.447130(utc)	960	859	1080	893
931	203705.973234	546260.043981	49.698462	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460544.773604.mic	117233	2022-05-02 03:02:53.873587(utc)	1609	931	1721	963
932	203769.528654	546019.253415	55.501616	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460544.773604.mic	116957	2022-05-02 03:02:26.273777(utc)	1018	583	1036	589
933	204384.479582	546710.614507	30.832359	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651455744.750736.mic	69479	2022-05-02 01:43:18.451075(utc)	764	888	876	918
934	203165.605315	544539.258733	39.662186	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651453884.732471.mic	50407	2022-05-02 01:11:31.232368(utc)	1758	902	1884	932
935	203566.630217	546670.033147	47.929274	HighSpeed_limit	2205020940_M010C45L12G031_1846/01_camera/01/1651456524.750915.mic	76801	2022-05-02 01:55:30.651662(utc)	929	697	961	701
936	203319.985686	546303.486760	51.692782	Right_Intersection	2205020940_M010C45L12G031_1846/01_camera/01/1651456164.749971.mic	73448	2022-05-02 01:49:55.348698(utc)	1671	369	1811	471
937	201718.204680	546268.825475	30.300843	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651453224.737385.mic	43833	2022-05-02 01:00:33.837042(utc)	1004	320	1126	362
938	202976.046232	545315.204656	39.395615	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651457904.777934.mic	90722	2022-05-02 02:18:42.777838(utc)	1078	883	1172	909
939	203751.194792	546096.892349	55.424048	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460544.773604.mic	117039	2022-05-02 03:02:34.474019(utc)	1255	891	1343	913
940	204627.356505	546185.684491	45.972645	LeftTurn	2205020940_M010C45L12G031_1846/01_camera/01/1651461624.790730.mic	127873	2022-05-02 03:20:37.790131(utc)	1747	439	1897	613
941	202809.400236	546809.528630	26.188062	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456764.762240.mic	79489	2022-05-02 01:59:59.462719(utc)	367	922	487	958
942	204357.756560	545007.135442	24.541781	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651454064.729729.mic	52721	2022-05-02 01:15:22.627537(utc)	6	928	202	978
943	202285.953215	544675.055364	19.933497	TrafficLight_pedestrian	2205020940_M010C45L12G031_1846/01_camera/01/1651453584.735691.mic	47632	2022-05-02 01:06:53.733395(utc)	1051	2	1239	52
944	202526.448088	546606.592900	28.385111	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456704.759356.mic	78942	2022-05-02 01:59:04.761268(utc)	1312	886	1392	906
945	204290.672636	545808.054906	36.931789	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460304.773629.mic	114609	2022-05-02 02:58:31.473472(utc)	1252	897	1358	927
946	203111.595061	546185.603284	49.284201	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651458564.782298.mic	97223	2022-05-02 02:29:32.879857(utc)	1255	910	1365	940
947	204240.623686	546558.313695	30.821497	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456044.749326.mic	72520	2022-05-02 01:48:22.549659(utc)	1218	877	1306	901
948	204729.727095	545929.552754	33.788891	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651463064.796569.mic	142647	2022-05-02 03:45:15.195674(utc)	485	328	609	368
949	203672.834074	546367.794713	51.964816	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460604.775556.mic	117937	2022-05-02 03:04:04.277514(utc)	1074	909	1168	937
950	203642.799650	546426.874761	53.523074	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456524.750915.mic	77116	2022-05-02 01:56:02.153578(utc)	1426	444	1446	474
951	203886.395354	545654.168828	42.303310	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460484.772849.mic	116365	2022-05-02 03:01:27.072654(utc)	41	869	153	895
952	204689.027678	545933.530126	31.842865	TrafficLight_pedestrian	2205020940_M010C45L12G031_1846/01_camera/01/1651460244.772686.mic	114138	2022-05-02 02:57:44.372543(utc)	765	593	781	639
953	203098.083830	544520.737126	35.766603	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651453824.733794.mic	50006	2022-05-02 01:10:51.132975(utc)	875	874	997	906
954	202748.557951	546082.530847	34.950593	BikeAndPedestrian	2205020940_M010C45L12G031_1846/01_camera/01/1651457064.769087.mic	82570	2022-05-02 02:05:07.569786(utc)	1564	293	1630	361
955	202701.906340	546134.418767	29.141399	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456644.757130.mic	78290	2022-05-02 01:57:59.558922(utc)	1090	595	1104	607
956	204324.596037	546885.994390	23.324645	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651454844.744415.mic	60133	2022-05-02 01:27:43.846193(utc)	705	902	801	926
957	203557.759733	546706.611211	42.459308	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456524.750915.mic	76762	2022-05-02 01:55:26.751188(utc)	926	596	942	600
958	202509.091643	546599.973210	28.439514	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651457544.779557.mic	87158	2022-05-02 02:12:46.377193(utc)	1766	738	1836	752
959	203537.547453	546773.806218	37.815286	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456464.748521.mic	76697	2022-05-02 01:55:20.251115(utc)	1089	906	1199	936
960	202825.664397	545807.330205	51.020053	noParking	2205020940_M010C45L12G031_1846/01_camera/01/1651458984.775921.mic	101853	2022-05-02 02:37:15.876008(utc)	1651	308	1749	410
961	203712.361540	546181.468938	49.891692	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651459464.776382.mic	106296	2022-05-02 02:44:40.176206(utc)	538	765	594	777
962	203296.854338	547002.042729	21.174163	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456404.748720.mic	75683	2022-05-02 01:53:38.847345(utc)	646	879	778	915
963	202131.941252	545044.273137	19.346557	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651453524.734680.mic	47265	2022-05-02 01:06:17.034392(utc)	1719	874	1839	902
964	204034.780241	545716.950566	36.968990	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460304.773629.mic	115015	2022-05-02 02:59:12.073679(utc)	1490	900	1594	928
965	204564.755522	546319.651799	47.210008	HighSpeed_limit	2205020940_M010C45L12G031_1846/01_camera/01/1651461624.790730.mic	128127	2022-05-02 03:21:03.189791(utc)	759	335	879	371
966	203087.921843	546604.251836	44.212224	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456824.763809.mic	80076	2022-05-02 02:00:58.163929(utc)	197	867	327	897
967	202863.584074	545705.060247	52.499587	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651458984.775921.mic	101474	2022-05-02 02:36:37.976271(utc)	1292	908	1392	936
968	203241.034025	545692.192845	64.818945	HighSpeed_limit	2205020940_M010C45L12G031_1846/01_camera/01/1651459824.774471.mic	110131	2022-05-02 02:51:03.675923(utc)	820	336	884	400
969	203300.737273	547006.472417	20.999526	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456404.748720.mic	75689	2022-05-02 01:53:39.447388(utc)	217	922	349	958
970	203770.664274	545990.138410	55.013772	HighSpeed_limit	2205020940_M010C45L12G031_1846/01_camera/01/1651459464.776382.mic	106484	2022-05-02 02:44:58.976649(utc)	1312	883	1432	917
971	204554.707945	546309.441747	41.470813	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460184.772860.mic	113651	2022-05-02 02:56:55.672656(utc)	821	874	901	896
972	203674.196013	546415.566899	58.454598	HighSpeed_limit	2205020940_M010C45L12G031_1846/01_camera/01/1651460604.775556.mic	118103	2022-05-02 03:04:20.875870(utc)	1362	329	1422	399
973	203144.372404	546342.578939	48.852437	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456284.747679.mic	74698	2022-05-02 01:52:00.347428(utc)	1497	891	1609	921
974	202828.484953	545793.650701	47.602896	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651458984.775921.mic	101838	2022-05-02 02:37:14.377065(utc)	288	743	322	749
975	204365.298491	545837.478704	34.618478	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460244.772686.mic	114530	2022-05-02 02:58:23.573934(utc)	1128	839	1200	855
976	204867.835173	546683.644048	31.753447	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461264.786495.mic	124222	2022-05-02 03:14:32.787434(utc)	910	730	952	738
977	202925.029509	546151.028833	42.501249	BikeAndPedestrian	2205020940_M010C45L12G031_1846/01_camera/01/1651456644.757130.mic	77955	2022-05-02 01:57:26.057176(utc)	1505	750	1565	760
978	204631.962523	546180.246068	43.375296	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461624.790730.mic	127859	2022-05-02 03:20:36.390110(utc)	1714	938	1836	970
979	202627.717131	546035.483937	32.120596	HighSpeed_limit	2205020940_M010C45L12G031_1846/01_camera/01/1651457064.769087.mic	82725	2022-05-02 02:05:23.071144(utc)	1657	284	1743	372
980	203593.711272	546633.990117	50.165425	TrafficLight_pedestrian	2205020940_M010C45L12G031_1846/01_camera/01/1651455504.752286.mic	66895	2022-05-02 01:39:00.051346(utc)	1591	181	1711	447
981	203119.563444	546337.836629	48.886826	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456884.765388.mic	80699	2022-05-02 02:02:00.466602(utc)	662	889	770	921
982	204879.588797	545990.830930	27.889473	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461504.788587.mic	126692	2022-05-02 03:18:39.690560(utc)	180	916	346	958
983	204808.424589	545984.039495	35.861110	noRightTurn	2205020940_M010C45L12G031_1846/01_camera/01/1651461024.783876.mic	122126	2022-05-02 03:11:03.184863(utc)	1021	338	1073	392
984	204450.554961	546565.499303	43.416626	Uturn	2205020940_M010C45L12G031_1846/01_camera/01/1651460064.776409.mic	112677	2022-05-02 02:55:18.275560(utc)	1133	346	1185	400
985	204561.859312	546318.591069	47.173230	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651461624.790730.mic	128129	2022-05-02 03:21:03.389832(utc)	495	323	623	361
986	202542.869719	544302.346013	20.218283	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651453764.731387.mic	49427	2022-05-02 01:09:53.234371(utc)	1519	919	1627	949
987	202516.001066	544296.085881	19.343401	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651453764.731387.mic	49377	2022-05-02 01:09:48.234362(utc)	1007	888	1141	924
988	203394.837370	545491.187383	48.898223	Uturn	2205020940_M010C45L12G031_1846/01_camera/01/1651459764.776854.mic	109302	2022-05-02 02:49:40.775270(utc)	1208	325	1246	377
989	205079.368361	546601.201665	37.348324	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461264.786495.mic	124552	2022-05-02 03:15:05.786560(utc)	1106	873	1220	903
990	203273.022063	545663.727696	59.459763	noParking	2205020940_M010C45L12G031_1846/01_camera/01/1651459824.774471.mic	110053	2022-05-02 02:50:55.874515(utc)	1843	439	1919	523
991	204914.278467	545514.689885	23.050216	noParking	2205020940_M010C45L12G031_1846/01_camera/01/1651463004.795856.mic	141859	2022-05-02 03:43:56.396388(utc)	1278	520	1320	560
992	204388.447050	546703.182683	36.852050	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651455744.750736.mic	69488	2022-05-02 01:43:19.350848(utc)	689	320	785	356
993	203506.145232	546916.760503	24.094052	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456464.748521.mic	76410	2022-05-02 01:54:51.549061(utc)	379	764	423	772
994	204663.871733	547255.651189	24.868801	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651454964.747316.mic	61587	2022-05-02 01:30:09.250366(utc)	214	939	388	985
995	202915.991789	545556.630498	43.421593	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651458924.777622.mic	101315	2022-05-02 02:36:22.077298(utc)	1233	886	1335	914
996	204726.403380	545928.773015	34.046634	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651463064.796569.mic	142651	2022-05-02 03:45:15.595636(utc)	156	277	300	319
997	204716.013518	547256.727849	26.021868	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651454964.747316.mic	61660	2022-05-02 01:30:16.547139(utc)	1324	584	1346	604
998	203098.776213	544521.533635	35.787362	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651453824.733794.mic	50008	2022-05-02 01:10:51.333009(utc)	944	788	1010	804
999	204554.749266	546315.103688	47.918275	Left_Uturn	2205020940_M010C45L12G031_1846/01_camera/01/1651460184.772860.mic	113633	2022-05-02 02:56:53.872829(utc)	695	311	759	375
1000	202270.822356	544705.648748	16.889724	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651453584.735691.mic	47599	2022-05-02 01:06:50.435426(utc)	888	818	980	840
1001	202491.741545	544277.585881	24.977463	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651453764.731387.mic	49329	2022-05-02 01:09:43.434417(utc)	1698	281	1832	323
1002	203635.965544	546439.859929	53.760121	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456524.750915.mic	77083	2022-05-02 01:55:58.853851(utc)	1029	909	1125	937
1003	204324.400847	546898.540593	22.899591	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651454844.744415.mic	60159	2022-05-02 01:27:46.446635(utc)	1386	911	1496	943
1004	202802.254484	545253.196538	50.263571	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651457904.777934.mic	90948	2022-05-02 02:19:05.379061(utc)	1002	886	1112	914
1005	203652.144743	546410.168523	53.442837	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460604.775556.mic	118082	2022-05-02 03:04:18.775888(utc)	294	762	352	772
1006	202597.948576	546359.432561	37.495603	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651457604.778841.mic	87772	2022-05-02 02:13:47.777281(utc)	1149	863	1233	885
1007	204209.183195	547180.215398	25.821464	HighSpeed_limit	2205020940_M010C45L12G031_1846/01_camera/01/1651455684.751435.mic	68615	2022-05-02 01:41:52.051576(utc)	182	409	230	451
1008	204216.902312	547134.129094	18.821636	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651454844.744415.mic	60364	2022-05-02 01:28:06.946083(utc)	388	915	500	949
1009	203752.491667	546084.936903	62.412648	nonProtect_Left	2205020940_M010C45L12G031_1846/01_camera/01/1651460544.773604.mic	117018	2022-05-02 03:02:32.373130(utc)	1033	328	1099	412
1010	201722.012785	546269.781438	30.076919	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651453224.737385.mic	43831	2022-05-02 01:00:33.637080(utc)	649	322	781	366
1011	204852.510023	545994.463727	28.472622	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461024.783876.mic	122077	2022-05-02 03:10:58.284780(utc)	1758	883	1806	895
1012	203835.683317	545810.941106	50.590975	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460484.772849.mic	116591	2022-05-02 03:01:49.672584(utc)	1280	869	1360	889
1013	203860.622771	545643.998845	47.940342	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651459584.775918.mic	107815	2022-05-02 02:47:12.074310(utc)	1246	329	1348	375
1014	203708.272917	546192.196691	52.895342	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651459464.776382.mic	106282	2022-05-02 02:44:38.775790(utc)	1065	703	1097	707
