Key	WorldX	WorldY	WorldZ	Classname	micFileName	Eventnumber	Posixtime	ImgX1	ImgY1	ImgX2	ImgY2
1	204984.192266	546024.294484	22.356649	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651452144.824114.mic	33236	2022-05-02 00:42:54.121714(utc)	1725	856	1905	916
2	204991.966696	546027.654866	22.150100	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651452144.824114.mic	33230	2022-05-02 00:42:53.521643(utc)	487	894	645	950
3	204984.100585	546027.060353	22.253465	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651462524.793505.mic	137076	2022-05-02 03:35:58.093240(utc)	1697	919	1847	971
4	203418.424162	547043.908452	23.110908	noParking	2205020940_M010C45L12G031_1846/01_camera/01/1651456404.748720.mic	75963	2022-05-02 01:54:06.846949(utc)	1514	308	1626	424
5	205262.111540	546162.871999	20.630848	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460964.783863.mic	121348	2022-05-02 03:09:45.383130(utc)	1622	910	1792	956
6	204993.805342	546015.610234	22.197072	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651452144.824114.mic	33259	2022-05-02 00:42:56.421611(utc)	811	859	917	883
7	204987.883341	546797.934087	26.098719	Construction_yellow	2205020940_M010C45L12G031_1846/01_camera/01/1651455084.747869.mic	62935	2022-05-02 01:32:24.049013(utc)	1472	662	1610	782
8	202797.020109	545254.001531	53.358025	TrafficLight_pedestrian	2205020940_M010C45L12G031_1846/01_camera/01/1651457904.777934.mic	91003	2022-05-02 02:19:10.878421(utc)	1722	262	1856	530
9	203458.788176	547037.818914	19.615339	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456404.748720.mic	76084	2022-05-02 01:54:18.947268(utc)	1540	762	1610	772
10	204989.392657	546014.661122	22.412383	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651452144.824114.mic	33263	2022-05-02 00:42:56.821587(utc)	1406	893	1542	929
11	205267.756438	546150.759786	23.151737	noStopping	2205020940_M010C45L12G031_1846/01_camera/01/1651460964.783863.mic	121402	2022-05-02 03:09:50.783087(utc)	1661	404	1797	524
12	203460.624235	547040.866155	19.622088	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456464.748521.mic	76237	2022-05-02 01:54:34.248390(utc)	992	869	1068	887
13	203818.318938	545878.020894	52.698649	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460484.772849.mic	116686	2022-05-02 03:01:59.172389(utc)	1128	770	1184	780
14	203138.744963	546236.821767	48.812478	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456584.755200.mic	77702	2022-05-02 01:57:00.755653(utc)	1652	832	1728	848
15	204984.982583	546028.784597	22.273827	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651452144.824114.mic	33022	2022-05-02 00:42:32.722447(utc)	1465	908	1567	948
16	204716.952666	545962.945561	28.997310	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461564.789060.mic	127296	2022-05-02 03:19:40.089444(utc)	208	924	372	970
17	202961.922697	545377.923528	40.571993	noRightTurn	2205020940_M010C45L12G031_1846/01_camera/01/1651457784.777353.mic	89681	2022-05-02 02:16:58.677680(utc)	1362	268	1496	396
18	205261.675932	546166.968915	20.784379	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460964.783863.mic	121327	2022-05-02 03:09:43.283091(utc)	1462	919	1572	953
19	203809.054533	545876.062184	53.025147	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460484.772849.mic	116802	2022-05-02 03:02:10.772436(utc)	720	883	814	905
20	203495.181731	546912.890325	24.065092	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456464.748521.mic	76474	2022-05-02 01:54:57.949455(utc)	1014	744	1070	754
21	203674.926726	546366.348668	55.626887	noParking	2205020940_M010C45L12G031_1846/01_camera/01/1651460604.775556.mic	117946	2022-05-02 03:04:05.177672(utc)	1481	192	1669	374
22	202394.541106	546627.752507	41.453960	BusRoad	2205020940_M010C45L12G031_1846/01_camera/01/1651457424.775982.mic	85825	2022-05-02 02:10:33.076942(utc)	811	277	955	415
23	205229.304411	546254.273656	33.205357	BusRoad	2205020940_M010C45L12G031_1846/01_camera/01/1651460904.780744.mic	121040	2022-05-02 03:09:14.583606(utc)	853	301	981	431
24	205169.713667	546051.150914	20.647384	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461444.787913.mic	126328	2022-05-02 03:18:03.289103(utc)	0	934	180	980
25	204187.228239	547166.443303	20.444327	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651455684.751435.mic	68617	2022-05-02 01:41:52.251796(utc)	1465	913	1583	949
26	203425.446989	545488.949224	42.536227	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651459764.776854.mic	109200	2022-05-02 02:49:30.576949(utc)	642	905	738	933
27	202485.616789	546658.292241	27.397373	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651457484.778966.mic	86788	2022-05-02 02:12:09.378756(utc)	1705	851	1809	881
28	203496.061369	546915.449590	24.005849	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456464.748521.mic	76474	2022-05-02 01:54:57.949455(utc)	923	761	977	771
29	203495.792815	546910.896977	24.185655	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456464.748521.mic	76467	2022-05-02 01:54:57.249422(utc)	1011	732	1061	742
30	204985.712358	546012.979703	22.503581	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651462524.793505.mic	137100	2022-05-02 03:36:00.493047(utc)	1607	803	1685	817
31	203464.026335	547045.620671	19.587742	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456464.748521.mic	76229	2022-05-02 01:54:33.448375(utc)	500	850	576	868
32	204699.162474	545951.524465	29.077163	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460244.772686.mic	114149	2022-05-02 02:57:45.473196(utc)	93	893	195	915
33	201893.169524	545758.026311	26.350527	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651457244.773796.mic	84168	2022-05-02 02:07:47.372655(utc)	1102	898	1208	930
34	201893.307463	545755.332769	26.294361	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651457244.773796.mic	84160	2022-05-02 02:07:46.572845(utc)	806	896	914	928
35	203459.575285	547035.925664	19.622866	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456464.748521.mic	76251	2022-05-02 01:54:35.648814(utc)	1045	872	1165	904
36	204167.774626	547171.009221	25.812940	TrafficLight_pedestrian	2205020940_M010C45L12G031_1846/01_camera/01/1651455624.753113.mic	68334	2022-05-02 01:41:23.951547(utc)	1539	193	1651	441
37	203144.181242	546244.051412	48.714561	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456284.747679.mic	74515	2022-05-02 01:51:42.047409(utc)	1747	964	1919	1024
38	205117.195113	546042.163770	20.272694	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461444.787913.mic	126413	2022-05-02 03:18:11.788156(utc)	230	930	396	976
39	203452.753020	547047.807134	19.542147	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456404.748720.mic	76084	2022-05-02 01:54:18.947268(utc)	1303	911	1421	943
40	204796.708830	545983.847570	32.936647	noRightTurn	2205020940_M010C45L12G031_1846/01_camera/01/1651461024.783876.mic	122171	2022-05-02 03:11:07.688589(utc)	1441	250	1589	398
41	205225.635100	546251.438634	30.032955	HighSpeed_limit	2205020940_M010C45L12G031_1846/01_camera/01/1651460904.780744.mic	121073	2022-05-02 03:09:17.884923(utc)	1583	227	1765	397
42	204735.023924	545970.393315	32.183758	TrafficLight_pedestrian	2205020940_M010C45L12G031_1846/01_camera/01/1651461564.789060.mic	127161	2022-05-02 03:19:26.589263(utc)	1407	235	1513	501
43	205115.059386	546041.858403	20.294293	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461444.787913.mic	126415	2022-05-02 03:18:11.988059(utc)	307	906	455	948
44	204983.581757	546049.390397	24.565474	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461984.792009.mic	131513	2022-05-02 03:26:41.792456(utc)	1106	901	1188	925
45	203158.169279	546234.996541	54.549241	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651456224.748721.mic	74216	2022-05-02 01:51:12.153285(utc)	708	445	784	467
46	203136.680632	546252.920461	48.487529	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456284.747679.mic	74573	2022-05-02 01:51:47.847451(utc)	1347	805	1431	823
47	203642.923552	546441.911565	53.785874	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651455504.752286.mic	66634	2022-05-02 01:38:33.951495(utc)	587	884	709	912
48	202456.758879	546659.036382	29.506713	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651457424.775982.mic	86148	2022-05-02 02:11:05.378057(utc)	679	866	791	894
49	203219.539885	546261.477162	48.317449	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456584.755200.mic	77593	2022-05-02 01:56:49.857091(utc)	1120	855	1236	883
50	203147.027922	546234.673101	48.872759	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456224.748721.mic	74304	2022-05-02 01:51:20.947548(utc)	709	900	819	930
51	202782.427092	545246.226018	50.382691	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651457904.777934.mic	91053	2022-05-02 02:19:15.878375(utc)	1054	839	1150	861
52	204696.641539	545954.703908	29.183308	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460244.772686.mic	114100	2022-05-02 02:57:40.572407(utc)	597	917	701	947
53	203136.862517	546254.710485	48.464042	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456284.747679.mic	74596	2022-05-02 01:51:50.147659(utc)	1029	876	1147	910
54	203157.655363	546236.110082	54.955689	StraighRight	2205020940_M010C45L12G031_1846/01_camera/01/1651456224.748721.mic	74242	2022-05-02 01:51:14.750359(utc)	745	355	801	413
55	202491.230559	546649.545049	27.369845	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651457544.779557.mic	87090	2022-05-02 02:12:39.579090(utc)	1331	833	1405	851
56	202477.177580	546669.151372	28.024128	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651457484.778966.mic	86770	2022-05-02 02:12:07.579473(utc)	479	896	601	938
57	204972.305240	546099.513836	30.609828	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651462104.792116.mic	132945	2022-05-02 03:29:04.991964(utc)	358	924	448	944
58	204684.365691	545954.958638	29.237876	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460244.772686.mic	114190	2022-05-02 02:57:49.572475(utc)	1742	886	1848	914
59	205264.854216	546159.009271	20.199477	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460964.783863.mic	121358	2022-05-02 03:09:46.383148(utc)	1431	899	1527	921
60	205234.767515	546245.568837	25.811706	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460904.780744.mic	121094	2022-05-02 03:09:19.983638(utc)	579	899	711	935
61	203417.077849	545482.978215	42.357383	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651459764.776854.mic	109271	2022-05-02 02:49:37.675760(utc)	114	922	236	954
62	203806.195891	545879.336782	53.092213	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460484.772849.mic	116819	2022-05-02 03:02:12.472285(utc)	283	922	411	954
63	204764.084959	545976.384313	32.628710	noStopping	2205020940_M010C45L12G031_1846/01_camera/01/1651461024.783876.mic	122189	2022-05-02 03:11:09.484189(utc)	1040	582	1060	602
64	204372.291045	546729.141362	33.787954	HighSpeed_limit	2205020940_M010C45L12G031_1846/01_camera/01/1651455744.750736.mic	69426	2022-05-02 01:43:13.150959(utc)	1437	261	1549	411
65	203491.293181	546918.508916	26.695788	TrafficLight_pedestrian	2205020940_M010C45L12G031_1846/01_camera/01/1651456464.748521.mic	76514	2022-05-02 01:55:01.949641(utc)	1491	406	1575	548
66	201729.186125	546216.107022	32.311679	BusRoad	2205020940_M010C45L12G031_1846/01_camera/01/1651453224.737385.mic	43893	2022-05-02 01:00:39.837313(utc)	1069	320	1311	458
67	202558.609465	546519.318151	33.846446	TrafficLight_pedestrian	2205020940_M010C45L12G031_1846/01_camera/01/1651456704.759356.mic	78698	2022-05-02 01:58:40.360449(utc)	1475	224	1599	494
68	205285.555907	546084.303330	18.412004	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461444.787913.mic	126050	2022-05-02 03:17:35.587635(utc)	1336	895	1460	929
69	204180.184599	547181.250554	21.456943	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651455684.751435.mic	68402	2022-05-02 01:41:30.750616(utc)	272	873	368	897
70	203642.533659	546443.649266	53.826100	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651455504.752286.mic	66641	2022-05-02 01:38:34.651375(utc)	379	902	521	936
71	203160.120085	546238.600530	48.850571	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456224.748721.mic	74247	2022-05-02 01:51:15.249872(utc)	805	816	887	836
72	204979.350123	546069.577897	27.178375	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461984.792009.mic	131590	2022-05-02 03:26:49.492005(utc)	751	897	839	921
73	202723.207121	546069.503917	29.055142	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456644.757130.mic	78199	2022-05-02 01:57:50.457867(utc)	659	888	795	928
74	203123.790495	546281.831380	48.545731	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651457004.769330.mic	81740	2022-05-02 02:03:44.570644(utc)	112	864	246	896
75	203706.826872	546243.011754	49.824938	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651459464.776382.mic	106171	2022-05-02 02:44:27.676268(utc)	174	843	256	859
76	202920.058195	546131.337308	38.537769	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651459284.774647.mic	104480	2022-05-02 02:41:38.574766(utc)	549	886	679	920
77	203224.769743	546263.479055	48.265993	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456164.749971.mic	73578	2022-05-02 01:50:08.350796(utc)	777	880	897	914
78	202488.947356	546655.833623	27.374480	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651457544.779557.mic	87076	2022-05-02 02:12:38.179170(utc)	1461	882	1559	914
79	203700.097258	546269.823827	49.754187	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460544.773604.mic	117247	2022-05-02 03:02:55.273608(utc)	1148	855	1266	883
80	205285.880980	546116.793796	18.368427	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461444.787913.mic	125963	2022-05-02 03:17:26.887956(utc)	1144	875	1242	899
81	203113.811980	546267.361547	51.868466	Weight_limit	2205020940_M010C45L12G031_1846/01_camera/01/1651456884.765388.mic	80792	2022-05-02 02:02:09.767633(utc)	1076	558	1102	588
82	203457.494231	547047.467839	19.563074	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456404.748720.mic	76102	2022-05-02 01:54:20.747402(utc)	977	830	1057	846
83	205235.366087	546243.799275	25.696186	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460904.780744.mic	121100	2022-05-02 03:09:20.583386(utc)	609	894	741	928
84	204710.109984	545970.502355	29.218432	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461564.789060.mic	127316	2022-05-02 03:19:42.089278(utc)	484	908	594	934
85	202932.318083	546133.847554	44.720581	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651459284.774647.mic	104546	2022-05-02 02:41:45.175493(utc)	810	349	930	383
86	204523.476164	546430.171300	42.692986	CrossWalk	2205020940_M010C45L12G031_1846/01_camera/01/1651461624.790730.mic	128306	2022-05-02 03:21:21.090520(utc)	1514	289	1706	499
87	202997.212736	546178.576367	46.572638	Danger	2205020940_M010C45L12G031_1846/01_camera/01/1651456584.755200.mic	77877	2022-05-02 01:57:18.256985(utc)	1495	328	1701	514
88	202242.585539	545045.760930	27.999406	noRightTurn	2205020940_M010C45L12G031_1846/01_camera/01/1651458024.783653.mic	92273	2022-05-02 02:21:17.884882(utc)	1627	219	1787	371
89	204180.071318	547178.086736	21.378633	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651455684.751435.mic	68401	2022-05-02 01:41:30.650630(utc)	637	900	739	928
90	205241.753325	546207.240201	23.301676	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461804.790189.mic	129733	2022-05-02 03:23:43.790726(utc)	1679	855	1827	889
91	203801.867888	545883.248632	53.063494	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460484.772849.mic	116755	2022-05-02 03:02:06.072355(utc)	337	762	389	772
92	201758.166594	546159.947263	34.169576	BusRoad	2205020940_M010C45L12G031_1846/01_camera/01/1651453224.737385.mic	44076	2022-05-02 01:00:58.136924(utc)	279	363	365	441
93	202858.637297	545721.108098	55.833088	TrafficLight_pedestrian	2205020940_M010C45L12G031_1846/01_camera/01/1651458984.775921.mic	101737	2022-05-02 02:37:04.277231(utc)	1649	267	1761	505
94	204732.771696	545969.315923	28.965611	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461564.789060.mic	127155	2022-05-02 03:19:25.989047(utc)	1123	899	1217	929
95	202786.585051	545246.407720	50.383658	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651457904.777934.mic	91048	2022-05-02 02:19:15.378432(utc)	914	875	1010	903
96	202989.444182	545328.025579	38.290003	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651458924.777622.mic	101086	2022-05-02 02:35:59.176237(utc)	332	792	398	806
97	203412.772551	546326.742406	48.484964	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456164.749971.mic	73361	2022-05-02 01:49:46.648751(utc)	45	943	253	1007
98	205300.468687	546107.564055	24.000748	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651461444.787913.mic	125993	2022-05-02 03:17:29.888009(utc)	205	274	345	314
99	201916.103361	545748.590917	31.253011	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651458324.780823.mic	94783	2022-05-02 02:25:28.880215(utc)	636	328	734	378
100	204368.569304	546737.383794	32.668812	TrafficLight_pedestrian	2205020940_M010C45L12G031_1846/01_camera/01/1651455744.750736.mic	69363	2022-05-02 01:43:06.851033(utc)	1593	333	1727	505
101	201896.026457	545749.479192	26.102364	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651457244.773796.mic	84144	2022-05-02 02:07:44.972861(utc)	0	963	138	1005
102	202990.970427	546843.794011	29.951759	T_Intersection	2205020940_M010C45L12G031_1846/01_camera/01/1651456764.762240.mic	79741	2022-05-02 02:00:24.663592(utc)	1873	425	1919	489
103	202510.191252	546688.065679	27.357076	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456704.759356.mic	79095	2022-05-02 01:59:20.061769(utc)	776	898	910	938
104	204978.968483	546808.198552	23.892812	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651455084.747869.mic	62791	2022-05-02 01:32:09.648563(utc)	1512	914	1662	954
105	205061.320746	546639.070989	42.776120	BusRoad	2205020940_M010C45L12G031_1846/01_camera/01/1651460904.780744.mic	120557	2022-05-02 03:08:26.280918(utc)	1080	292	1200	416
106	204977.436771	546809.040471	23.844092	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651455084.747869.mic	62788	2022-05-02 01:32:09.348667(utc)	1787	922	1919	964
107	203113.164030	546173.959546	52.408894	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651458564.782298.mic	97256	2022-05-02 02:29:36.180126(utc)	1502	489	1652	625
108	205162.975462	546055.397588	20.591943	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461024.783876.mic	121778	2022-05-02 03:10:28.384024(utc)	869	860	981	888
109	203853.936125	545698.057805	46.186383	Construction_yellow	2205020940_M010C45L12G031_1846/01_camera/01/1651459524.776576.mic	106776	2022-05-02 02:45:28.177379(utc)	1398	727	1534	837
110	205292.752928	546083.963834	18.227665	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460964.783863.mic	121602	2022-05-02 03:10:10.782638(utc)	286	928	400	960
111	204764.064863	545976.489667	33.488904	HighSpeed_limit	2205020940_M010C45L12G031_1846/01_camera/01/1651461084.784710.mic	122872	2022-05-02 03:12:17.785751(utc)	1225	296	1309	378
112	201889.130461	545766.619603	33.084431	noUturn	2205020940_M010C45L12G031_1846/01_camera/01/1651457244.773796.mic	84184	2022-05-02 02:07:48.972904(utc)	1528	299	1594	369
113	204193.255400	547162.465764	25.754226	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651455684.751435.mic	68615	2022-05-02 01:41:52.051576(utc)	1327	343	1433	381
114	202931.052092	546136.633531	44.736062	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651459284.774647.mic	104546	2022-05-02 02:41:45.175493(utc)	558	348	680	382
115	202499.753508	546684.713994	27.433885	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456704.759356.mic	79076	2022-05-02 01:59:18.161583(utc)	0	931	150	981
116	203697.639738	546263.437062	49.845503	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651459404.777647.mic	106122	2022-05-02 02:44:22.776248(utc)	281	923	405	955
117	204178.459502	547177.700383	21.455265	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651455684.751435.mic	68390	2022-05-02 01:41:29.550734(utc)	706	898	802	924
118	204671.533568	546025.261457	37.148470	HighSpeed_limit	2205020940_M010C45L12G031_1846/01_camera/01/1651460244.772686.mic	113949	2022-05-02 02:57:25.472663(utc)	1560	183	1784	427
119	202977.128020	546869.137212	28.169569	StraighRight	2205020940_M010C45L12G031_1846/01_camera/01/1651456764.762240.mic	79719	2022-05-02 02:00:22.462882(utc)	209	383	373	525
120	202931.645842	546135.272649	45.235678	Uturn	2205020940_M010C45L12G031_1846/01_camera/01/1651459284.774647.mic	104531	2022-05-02 02:41:43.675644(utc)	719	290	787	360
121	204424.530302	546576.684392	38.880205	TrafficLight_pedestrian	2205020940_M010C45L12G031_1846/01_camera/01/1651460064.776409.mic	112619	2022-05-02 02:55:12.475959(utc)	1560	260	1664	512
122	202851.626066	546121.614625	38.734893	noStopping	2205020940_M010C45L12G031_1846/01_camera/01/1651456644.757130.mic	78054	2022-05-02 01:57:35.957355(utc)	1621	250	1803	418
123	203112.474211	546225.006627	48.545495	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651457004.769330.mic	81873	2022-05-02 02:03:57.871378(utc)	1335	890	1469	930
124	203406.589690	546324.327504	48.419916	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456164.749971.mic	73367	2022-05-02 01:49:47.248710(utc)	33	937	241	999
125	205285.624815	546121.480712	18.512322	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461864.791749.mic	130686	2022-05-02 03:25:19.090892(utc)	959	879	1047	899
126	203436.344084	547060.809514	24.870010	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651456404.748720.mic	75960	2022-05-02 01:54:06.546869(utc)	726	505	780	519
127	204432.833403	546585.648564	36.063257	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460064.776409.mic	112645	2022-05-02 02:55:15.075944(utc)	248	919	362	949
128	203871.458098	545658.220616	42.396974	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651459584.775918.mic	107801	2022-05-02 02:47:10.674350(utc)	308	921	442	961
129	202724.928801	546071.720445	29.048236	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456644.757130.mic	78195	2022-05-02 01:57:50.057919(utc)	995	896	1109	932
130	203414.205900	545492.124700	45.746041	TrafficLight_pedestrian	2205020940_M010C45L12G031_1846/01_camera/01/1651459764.776854.mic	109270	2022-05-02 02:49:37.575730(utc)	1602	349	1690	477
131	204732.682402	545964.098577	28.988453	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461564.789060.mic	127168	2022-05-02 03:19:27.289011(utc)	369	916	481	948
132	205010.267885	545295.613042	18.528647	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651462944.795959.mic	141346	2022-05-02 03:43:05.096360(utc)	1754	959	1896	1001
133	204204.794279	547174.812810	19.765797	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651454904.744432.mic	60736	2022-05-02 01:28:44.144875(utc)	563	865	681	895
134	204960.141691	546861.897344	26.926258	noStopping	2205020940_M010C45L12G031_1846/01_camera/01/1651455084.747869.mic	62532	2022-05-02 01:31:43.748034(utc)	1314	261	1428	371
135	202505.859953	546675.619756	30.465297	TrafficLight_pedestrian	2205020940_M010C45L12G031_1846/01_camera/01/1651456704.759356.mic	79057	2022-05-02 01:59:16.261696(utc)	1769	298	1881	538
136	205223.873289	546255.474187	27.596063	Oneway_left	2205020940_M010C45L12G031_1846/01_camera/01/1651460904.780744.mic	121037	2022-05-02 03:09:14.283580(utc)	1198	694	1238	736
137	203091.224821	546214.329877	52.433009	BikeAndPedestrian	2205020940_M010C45L12G031_1846/01_camera/01/1651457004.769330.mic	82004	2022-05-02 02:04:10.970725(utc)	1346	395	1400	449
138	205293.666930	546105.404626	24.033308	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651461444.787913.mic	125985	2022-05-02 03:17:29.088021(utc)	865	322	985	356
139	203415.828825	545485.997686	48.638598	noLeftTurn	2205020940_M010C45L12G031_1846/01_camera/01/1651459764.776854.mic	109218	2022-05-02 02:49:32.376981(utc)	844	335	898	391
140	203866.264860	545661.398503	42.509503	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651459584.775918.mic	107791	2022-05-02 02:47:09.674269(utc)	1067	892	1187	932
141	204414.582121	546633.700444	34.282061	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651456044.749326.mic	72039	2022-05-02 01:47:34.448969(utc)	1015	881	1113	907
142	205165.037642	546055.904851	20.608074	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461444.787913.mic	126330	2022-05-02 03:18:03.489206(utc)	881	875	993	903
143	204808.963393	545986.336576	32.848767	noParking	2205020940_M010C45L12G031_1846/01_camera/01/1651461024.783876.mic	122147	2022-05-02 03:11:05.284431(utc)	1528	259	1654	383
144	204155.917143	547168.647527	23.140098	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651455624.753113.mic	68260	2022-05-02 01:41:16.552397(utc)	1363	905	1477	941
145	204789.883406	545982.164601	29.079173	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651461024.783876.mic	122182	2022-05-02 03:11:08.784480(utc)	1282	896	1396	928
146	202660.543791	546192.410863	30.801900	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651457604.778841.mic	88114	2022-05-02 02:14:21.978413(utc)	1236	895	1342	923
147	201888.008635	545766.206487	32.811453	TrafficLight_road	2205020940_M010C45L12G031_1846/01_camera/01/1651457244.773796.mic	84182	2022-05-02 02:07:48.772859(utc)	1440	343	1544	387
148	204191.188261	547168.802190	20.291538	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651455684.751435.mic	68622	2022-05-02 01:41:52.753047(utc)	908	855	1000	879
149	204580.695647	546295.558583	46.739802	HighSpeed_limit	2205020940_M010C45L12G031_1846/01_camera/01/1651461624.790730.mic	128076	2022-05-02 03:20:58.090110(utc)	1263	301	1349	385
150	205220.855864	546051.080190	26.999247	BusRoad	2205020940_M010C45L12G031_1846/01_camera/01/1651462584.794253.mic	137625	2022-05-02 03:36:52.996285(utc)	863	293	983	429
151	205290.336699	546082.398370	18.270432	Hole	2205020940_M010C45L12G031_1846/01_camera/01/1651460964.783863.mic	121606	2022-05-02 03:10:11.187818(utc)	308	923	420	955
152	203114.194060	546343.065938	52.623959	Slow	2205020940_M010C45L12G031_1846/01_camera/01/1651456884.765388.mic	80695	2022-05-02 02:02:00.066757(utc)	1355	299	1527	469
